X,Y,Red,Green,Blue
0,119,0,0,0
0,120,255,255,255
0,121,255,255,255
0,122,255,0,0
0,123,255,0,0
0,124,0,0,0
0,125,255,0,0
0,126,0,0,0
0,127,0,0,0
0,128,0,0,0
0,129,0,0,0
0,130,0,0,0
0,131,254,255,255
0,132,255,255,255
0,133,254,255,255
0,134,255,0,0
0,135,255,255,255
0,136,254,255,255
0,137,0,0,0
0,138,0,0,0
0,139,254,255,255
0,140,255,0,0
0,141,0,0,0
0,142,255,0,0
0,143,0,0,0
0,144,255,255,255
0,145,254,255,255
0,146,255,0,0
0,147,254,255,255
0,148,254,255,255
0,149,254,255,255
0,150,254,255,255
0,151,255,255,255
0,152,255,255,255
0,153,255,255,255
0,154,255,255,255
0,155,0,0,0
0,156,255,0,0
0,157,0,0,0
0,158,0,0,0
0,159,0,0,0
0,160,255,0,0
0,161,0,0,0
0,162,254,255,255
0,163,255,0,0
0,164,254,255,255
0,165,255,255,255
0,166,255,0,0
0,167,0,0,0
0,168,0,0,0
0,169,255,255,255
0,170,0,0,0
0,171,255,0,0
0,172,0,0,0
0,173,255,0,0
0,174,255,255,255
0,175,254,255,255
0,176,254,255,255
0,177,255,0,0
0,178,0,0,0
0,179,254,255,255
0,180,255,0,0
0,181,255,255,255
0,182,255,255,255
0,183,254,255,255
0,184,254,255,255
0,185,255,255,255
0,186,255,255,255
0,187,255,255,255
0,188,255,0,0
0,189,255,255,255
0,190,255,0,0
0,191,0,0,0
0,192,255,255,255
0,193,0,0,0
0,194,254,255,255
0,195,255,255,255
0,196,255,255,255
0,197,254,255,255
0,198,255,255,255
0,199,255,0,0
1,0,0,0,0
1,1,254,255,255
1,2,255,0,0
1,3,255,0,0
1,4,255,0,0
1,5,255,0,0
1,6,0,0,0
1,7,254,255,255
1,8,255,0,0
1,9,0,0,0
1,10,255,255,255
1,11,255,255,255
1,12,254,255,255
1,13,255,0,0
1,14,0,0,0
1,15,0,0,0
1,16,255,255,255
1,17,254,255,255
1,18,0,0,0
1,19,0,0,0
1,20,0,0,0
1,21,255,255,255
1,22,254,255,255
1,23,0,0,0
1,24,254,255,255
1,25,255,255,255
1,26,255,255,255
1,27,0,0,0
1,28,254,255,255
1,29,255,0,0
1,30,255,255,255
1,31,255,0,0
1,32,255,0,0
1,33,255,0,0
1,34,255,255,255
1,35,255,0,0
1,36,255,255,255
1,37,254,255,255
1,38,255,0,0
1,39,255,0,0
1,40,0,0,0
1,41,255,255,255
1,42,0,0,0
1,43,255,255,255
1,44,254,255,255
1,45,255,255,255
1,46,255,0,0
1,47,255,255,255
1,48,254,255,255
1,49,255,0,0
1,50,0,0,0
1,51,254,255,255
1,52,255,0,0
1,53,255,0,0
1,54,255,255,255
1,55,255,0,0
1,56,0,0,0
1,57,255,0,0
1,58,0,0,0
1,59,0,0,0
1,60,255,0,0
1,61,254,255,255
1,62,255,0,0
1,63,255,255,255
1,64,255,255,255
1,65,0,0,0
1,66,255,255,255
1,67,0,0,0
1,68,0,0,0
1,69,255,0,0
1,70,0,0,0
1,71,0,0,0
1,72,255,0,0
1,73,0,0,0
1,74,0,0,0
1,75,255,0,0
1,76,254,255,255
1,77,254,255,255
1,78,255,0,0
1,79,254,255,255
1,80,255,0,0
1,81,255,255,255
1,82,255,255,255
1,83,0,0,0
1,84,255,255,255
1,85,255,255,255
1,86,255,0,0
1,87,255,0,0
1,88,0,0,0
1,89,0,0,0
1,90,254,255,255
1,91,255,255,255
1,92,254,255,255
1,93,255,0,0
1,94,0,0,0
1,95,254,255,255
1,96,0,0,0
1,97,255,255,255
1,98,254,255,255
1,99,255,0,0
1,100,255,0,0
1,101,255,255,255
1,102,254,255,255
1,103,255,0,0
1,104,254,255,255
1,105,254,255,255
1,106,254,255,255
1,107,255,0,0
1,108,254,255,255
1,109,254,255,255
1,110,255,255,255
1,111,254,255,255
1,112,255,255,255
1,113,0,0,0
1,114,255,255,255
1,115,0,0,0
1,116,255,255,255
1,117,254,255,255
1,118,255,255,255
1,119,0,0,0
1,120,255,0,0
1,121,254,255,255
1,122,255,0,0
1,123,254,255,255
1,124,255,255,255
1,125,0,0,0
1,126,0,0,0
1,127,255,0,0
1,128,254,255,255
1,129,255,0,0
1,130,255,0,0
1,131,255,255,255
1,132,255,0,0
1,133,255,255,255
1,134,255,255,255
1,135,255,0,0
1,136,0,0,0
1,137,0,0,0
1,138,255,255,255
1,139,255,255,255
1,140,0,0,0
1,141,254,255,255
1,142,255,255,255
1,143,0,0,0
1,144,254,255,255
1,145,255,0,0
1,146,255,255,255
1,147,0,0,0
1,148,254,255,255
1,149,255,255,255
1,150,255,255,255
1,151,255,0,0
1,152,255,0,0
1,153,255,255,255
1,154,0,0,0
1,155,254,255,255
1,156,255,255,255
1,157,254,255,255
1,158,255,0,0
1,159,255,0,0
1,160,255,255,255
1,161,255,255,255
1,162,255,255,255
1,163,0,0,0
1,164,254,255,255
1,165,255,0,0
1,166,255,0,0
1,167,0,0,0
1,168,0,0,0
1,169,254,255,255
1,170,254,255,255
1,171,255,0,0
1,172,254,255,255
1,173,0,0,0
1,174,255,0,0
1,175,255,255,255
1,176,255,0,0
1,177,255,0,0
1,178,254,255,255
1,179,254,255,255
1,180,254,255,255
1,181,255,0,0
1,182,0,0,0
1,183,255,0,0
1,184,255,255,255
1,185,0,0,0
1,186,0,0,0
1,187,0,0,0
1,188,255,0,0
1,189,254,255,255
1,190,255,0,0
1,191,255,0,0
1,192,254,255,255
1,193,0,0,0
1,194,254,255,255
1,195,255,255,255
1,196,0,0,0
1,197,254,255,255
1,198,255,0,0
1,199,254,255,255
2,0,0,0,0
2,1,0,0,0
2,2,255,0,0
2,3,255,255,255
2,4,0,0,0
2,5,255,0,0
2,6,254,255,255
2,7,254,255,255
2,8,255,255,255
2,9,255,255,255
2,10,255,255,255
2,11,0,0,0
2,12,0,0,0
2,13,255,255,255
2,14,255,255,255
2,15,0,0,0
2,16,0,0,0
2,17,0,0,0
2,18,254,255,255
2,19,0,0,0
2,20,255,0,0
2,21,0,0,0
2,22,254,255,255
2,23,255,255,255
2,24,254,255,255
2,25,0,0,0
2,26,255,0,0
2,27,255,255,255
2,28,255,255,255
2,29,254,255,255
2,30,254,255,255
2,31,254,255,255
2,32,0,0,0
2,33,255,255,255
2,34,255,255,255
2,35,255,255,255
2,36,255,0,0
2,37,255,255,255
2,38,0,0,0
2,39,255,255,255
2,40,0,0,0
2,41,254,255,255
2,42,255,0,0
2,43,255,0,0
2,44,255,255,255
2,45,255,0,0
2,46,254,255,255
2,47,254,255,255
2,48,255,0,0
2,49,255,255,255
2,50,255,255,255
2,51,255,0,0
2,52,254,255,255
2,53,254,255,255
2,54,254,255,255
2,55,254,255,255
2,56,255,255,255
2,57,254,255,255
2,58,255,255,255
2,59,254,255,255
2,60,0,0,0
2,61,254,255,255
2,62,255,0,0
2,63,0,0,0
2,64,255,0,0
2,65,254,255,255
2,66,255,255,255
2,67,0,0,0
2,68,254,255,255
2,69,254,255,255
2,70,254,255,255
2,71,255,0,0
2,72,0,0,0
2,73,254,255,255
2,74,0,0,0
2,75,255,255,255
2,76,254,255,255
2,77,0,0,0
2,78,255,0,0
2,79,255,0,0
2,80,0,0,0
2,81,0,0,0
2,82,0,0,0
2,83,254,255,255
2,84,254,255,255
2,85,0,0,0
2,86,0,0,0
2,87,255,255,255
2,88,255,255,255
2,89,0,0,0
2,90,255,0,0
2,91,255,0,0
2,92,0,0,0
2,93,255,0,0
2,94,255,0,0
2,95,0,0,0
2,96,254,255,255
2,97,254,255,255
2,98,0,0,0
2,99,255,0,0
2,100,255,255,255
2,101,255,0,0
2,102,255,255,255
2,103,255,255,255
2,104,0,0,0
2,105,255,0,0
2,106,0,0,0
2,107,254,255,255
2,108,0,0,0
2,109,0,0,0
2,110,0,0,0
2,111,255,255,255
2,112,255,0,0
2,113,0,0,0
2,114,254,255,255
2,115,255,0,0
2,116,254,255,255
2,117,255,0,0
2,118,255,255,255
2,119,255,255,255
2,120,255,255,255
2,121,255,255,255
2,122,255,255,255
2,123,255,255,255
2,124,254,255,255
2,125,255,0,0
2,126,254,255,255
2,127,255,0,0
2,128,255,255,255
2,129,255,0,0
2,130,255,0,0
2,131,0,0,0
2,132,0,0,0
2,133,0,0,0
2,134,255,255,255
2,135,0,0,0
2,136,254,255,255
2,137,255,0,0
2,138,255,0,0
2,139,0,0,0
2,140,0,0,0
2,141,255,255,255
2,142,254,255,255
2,143,255,255,255
2,144,255,255,255
2,145,254,255,255
2,146,254,255,255
2,147,254,255,255
2,148,255,255,255
2,149,254,255,255
2,150,0,0,0
2,151,255,255,255
2,152,254,255,255
2,153,255,0,0
2,154,255,255,255
2,155,255,255,255
2,156,255,255,255
2,157,255,0,0
2,158,255,255,255
2,159,255,255,255
2,160,254,255,255
2,161,255,255,255
2,162,255,255,255
2,163,254,255,255
2,164,0,0,0
2,165,255,0,0
2,166,0,0,0
2,167,255,0,0
2,168,0,0,0
2,169,254,255,255
2,170,0,0,0
2,171,254,255,255
2,172,0,0,0
2,173,0,0,0
2,174,255,255,255
2,175,255,0,0
2,176,0,0,0
2,177,255,0,0
2,178,254,255,255
2,179,255,255,255
2,180,254,255,255
2,181,254,255,255
2,182,255,0,0
2,183,0,0,0
2,184,254,255,255
2,185,255,0,0
2,186,255,0,0
2,187,0,0,0
2,188,254,255,255
2,189,255,255,255
2,190,255,0,0
2,191,255,0,0
2,192,254,255,255
2,193,0,0,0
2,194,0,0,0
2,195,255,0,0
2,196,0,0,0
2,197,0,0,0
2,198,0,0,0
2,199,255,0,0
3,0,254,255,255
3,1,255,255,255
3,2,255,0,0
3,3,0,0,0
3,4,255,255,255
3,5,255,0,0
3,6,0,0,0
3,7,255,0,0
3,8,255,0,0
3,9,255,0,0
3,10,255,0,0
3,11,254,255,255
3,12,255,0,0
3,13,255,255,255
3,14,255,255,255
3,15,254,255,255
3,16,254,255,255
3,17,254,255,255
3,18,254,255,255
3,19,255,0,0
3,20,255,255,255
3,21,0,0,0
3,22,255,0,0
3,23,255,0,0
3,24,255,0,0
3,25,0,0,0
3,26,0,0,0
3,27,255,255,255
3,28,0,0,0
3,29,0,0,0
3,30,255,0,0
3,31,255,0,0
3,32,254,255,255
3,33,255,0,0
3,34,255,255,255
3,35,255,255,255
3,36,255,255,255
3,37,255,255,255
3,38,255,0,0
3,39,0,0,0
3,40,0,0,0
3,41,255,0,0
3,42,0,0,0
3,43,254,255,255
3,44,0,0,0
3,45,254,255,255
3,46,255,0,0
3,47,255,255,255
3,48,255,0,0
3,49,254,255,255
3,50,255,0,0
3,51,0,0,0
3,52,255,255,255
3,53,254,255,255
3,54,254,255,255
3,55,254,255,255
3,56,255,0,0
3,57,255,0,0
3,58,0,0,0
3,59,255,0,0
3,60,255,255,255
3,61,0,0,0
3,62,255,255,255
3,63,254,255,255
3,64,254,255,255
3,65,0,0,0
3,66,254,255,255
3,67,0,0,0
3,68,0,0,0
3,69,0,0,0
3,70,255,0,0
3,71,0,0,0
3,72,255,255,255
3,73,0,0,0
3,74,254,255,255
3,75,0,0,0
3,76,254,255,255
3,77,0,0,0
3,78,254,255,255
3,79,0,0,0
3,80,0,0,0
3,81,254,255,255
3,82,255,255,255
3,83,254,255,255
3,84,0,0,0
3,85,254,255,255
3,86,255,255,255
3,87,255,255,255
3,88,255,0,0
3,89,0,0,0
3,90,0,0,0
3,91,254,255,255
3,92,254,255,255
3,93,0,0,0
3,94,254,255,255
3,95,255,255,255
3,96,254,255,255
3,97,255,255,255
3,98,255,0,0
3,99,0,0,0
3,100,254,255,255
3,101,255,255,255
3,102,254,255,255
3,103,0,0,0
3,104,255,255,255
3,105,255,255,255
3,106,255,0,0
3,107,254,255,255
3,108,255,255,255
3,109,254,255,255
3,110,255,255,255
3,111,254,255,255
3,112,0,0,0
3,113,255,0,0
3,114,255,0,0
3,115,254,255,255
3,116,255,0,0
3,117,0,0,0
3,118,255,255,255
3,119,254,255,255
3,120,0,0,0
3,121,255,0,0
3,122,255,0,0
3,123,254,255,255
3,124,0,0,0
3,125,254,255,255
3,126,255,0,0
3,127,254,255,255
3,128,0,0,0
3,129,0,0,0
3,130,0,0,0
3,131,255,0,0
3,132,255,0,0
3,133,254,255,255
3,134,255,255,255
3,135,255,255,255
3,136,255,255,255
3,137,255,0,0
3,138,0,0,0
3,139,255,255,255
3,140,255,255,255
3,141,0,0,0
3,142,254,255,255
3,143,0,0,0
3,144,254,255,255
3,145,254,255,255
3,146,254,255,255
3,147,254,255,255
3,148,254,255,255
3,149,254,255,255
3,150,255,0,0
3,151,0,0,0
3,152,254,255,255
3,153,255,255,255
3,154,255,0,0
3,155,0,0,0
3,156,255,0,0
3,157,255,0,0
3,158,0,0,0
3,159,255,0,0
3,160,0,0,0
3,161,254,255,255
3,162,255,255,255
3,163,0,0,0
3,164,255,0,0
3,165,255,0,0
3,166,0,0,0
3,167,255,255,255
3,168,0,0,0
3,169,255,0,0
3,170,255,0,0
3,171,255,0,0
3,172,254,255,255
3,173,254,255,255
3,174,254,255,255
3,175,254,255,255
3,176,255,0,0
3,177,254,255,255
3,178,0,0,0
3,179,0,0,0
3,180,0,0,0
3,181,255,0,0
3,182,255,0,0
3,183,255,0,0
3,184,255,0,0
3,185,255,255,255
3,186,255,255,255
3,187,255,0,0
3,188,0,0,0
3,189,255,255,255
3,190,255,255,255
3,191,0,0,0
3,192,254,255,255
3,193,255,0,0
3,194,255,0,0
3,195,0,0,0
3,196,255,0,0
3,197,255,0,0
3,198,255,255,255
3,199,254,255,255
4,0,255,255,255
4,1,255,255,255
4,2,0,0,0
4,3,254,255,255
4,4,254,255,255
4,5,254,255,255
4,6,254,255,255
4,7,255,255,255
4,8,254,255,255
4,9,254,255,255
4,10,255,255,255
4,11,0,0,0
4,12,0,0,0
4,13,0,0,0
4,14,255,255,255
4,15,0,0,0
4,16,255,255,255
4,17,255,255,255
4,18,0,0,0
4,19,255,255,255
4,20,254,255,255
4,21,255,255,255
4,22,255,255,255
4,23,0,0,0
4,24,254,255,255
4,25,254,255,255
4,26,0,0,0
4,27,0,0,0
4,28,254,255,255
4,29,0,0,0
4,30,0,0,0
4,31,255,0,0
4,32,254,255,255
4,33,255,0,0
4,34,254,255,255
4,35,255,0,0
4,36,254,255,255
4,37,254,255,255
4,38,0,0,0
4,39,254,255,255
4,40,0,0,0
4,41,255,255,255
4,42,255,0,0
4,43,0,0,0
4,44,255,255,255
4,45,254,255,255
4,46,255,0,0
4,47,0,0,0
4,48,0,0,0
4,49,255,255,255
4,50,255,0,0
4,51,255,0,0
4,52,255,255,255
4,53,0,0,0
4,54,0,0,0
4,55,0,0,0
4,56,254,255,255
4,57,255,0,0
4,58,254,255,255
4,59,254,255,255
4,60,0,0,0
4,61,254,255,255
4,62,254,255,255
4,63,255,255,255
4,64,254,255,255
4,65,254,255,255
4,66,0,0,0
4,67,255,255,255
4,68,255,0,0
4,69,255,255,255
4,70,255,0,0
4,71,255,0,0
4,72,254,255,255
4,73,255,255,255
4,74,254,255,255
4,75,255,0,0
4,76,0,0,0
4,77,254,255,255
4,78,255,0,0
4,79,255,255,255
4,80,255,255,255
4,81,254,255,255
4,82,255,0,0
4,83,0,0,0
4,84,254,255,255
4,85,255,0,0
4,86,255,255,255
4,87,255,0,0
4,88,255,0,0
4,89,254,255,255
4,90,255,255,255
4,91,254,255,255
4,92,255,0,0
4,93,255,255,255
4,94,254,255,255
4,95,255,255,255
4,96,254,255,255
4,97,255,0,0
4,98,255,255,255
4,99,255,255,255
4,100,255,255,255
4,101,254,255,255
4,102,0,0,0
4,103,255,0,0
4,104,255,0,0
4,105,255,0,0
4,106,255,255,255
4,107,0,0,0
4,108,0,0,0
4,109,0,0,0
4,110,255,255,255
4,111,255,0,0
4,112,254,255,255
4,113,254,255,255
4,114,255,255,255
4,115,254,255,255
4,116,255,255,255
4,117,0,0,0
4,118,255,0,0
4,119,255,255,255
4,120,254,255,255
4,121,255,0,0
4,122,255,255,255
4,123,254,255,255
4,124,255,255,255
4,125,0,0,0
4,126,0,0,0
4,127,255,0,0
4,128,255,0,0
4,129,254,255,255
4,130,255,0,0
4,131,255,255,255
4,132,254,255,255
4,133,254,255,255
4,134,254,255,255
4,135,255,255,255
4,136,255,0,0
4,137,254,255,255
4,138,0,0,0
4,139,255,0,0
4,140,255,255,255
4,141,255,0,0
4,142,254,255,255
4,143,255,255,255
4,144,255,255,255
4,145,255,0,0
4,146,254,255,255
4,147,255,255,255
4,148,255,0,0
4,149,255,0,0
4,150,255,255,255
4,151,0,0,0
4,152,0,0,0
4,153,255,255,255
4,154,255,0,0
4,155,255,255,255
4,156,255,255,255
4,157,255,255,255
4,158,0,0,0
4,159,0,0,0
4,160,255,0,0
4,161,254,255,255
4,162,254,255,255
4,163,255,0,0
4,164,255,0,0
4,165,254,255,255
4,166,255,255,255
4,167,0,0,0
4,168,255,255,255
4,169,254,255,255
4,170,255,255,255
4,171,254,255,255
4,172,255,0,0
4,173,255,0,0
4,174,255,0,0
4,175,255,255,255
4,176,0,0,0
4,177,255,255,255
4,178,254,255,255
4,179,255,255,255
4,180,255,0,0
4,181,255,255,255
4,182,255,255,255
4,183,255,255,255
4,184,255,255,255
4,185,255,255,255
4,186,254,255,255
4,187,254,255,255
4,188,255,0,0
4,189,0,0,0
4,190,0,0,0
4,191,255,255,255
4,192,254,255,255
4,193,254,255,255
4,194,254,255,255
4,195,255,0,0
4,196,255,255,255
4,197,255,0,0
4,198,0,0,0
4,199,0,0,0
5,0,0,0,0
5,1,255,0,0
5,2,0,0,0
5,3,254,255,255
5,4,255,0,0
5,5,254,255,255
5,6,254,255,255
5,7,255,0,0
5,8,254,255,255
5,9,0,0,0
5,10,255,0,0
5,11,0,0,0
5,12,0,0,0
5,13,254,255,255
5,14,0,0,0
5,15,255,255,255
5,16,254,255,255
5,17,255,0,0
5,18,0,0,0
5,19,0,0,0
5,20,255,255,255
5,21,0,0,0
5,22,0,0,0
5,23,0,0,0
5,24,254,255,255
5,25,255,255,255
5,26,254,255,255
5,27,255,255,255
5,28,0,0,0
5,29,254,255,255
5,30,255,0,0
5,31,254,255,255
5,32,255,255,255
5,33,0,0,0
5,34,0,0,0
5,35,254,255,255
5,36,0,0,0
5,37,0,0,0
5,38,0,0,0
5,39,254,255,255
5,40,255,0,0
5,41,254,255,255
5,42,254,255,255
5,43,0,0,0
5,44,0,0,0
5,45,0,0,0
5,46,254,255,255
5,47,0,0,0
5,48,0,0,0
5,49,0,0,0
5,50,0,0,0
5,51,254,255,255
5,52,255,255,255
5,53,0,0,0
5,54,254,255,255
5,55,0,0,0
5,56,255,255,255
5,57,255,0,0
5,58,255,0,0
5,59,255,255,255
5,60,254,255,255
5,61,255,0,0
5,62,255,0,0
5,63,254,255,255
5,64,255,255,255
5,65,255,255,255
5,66,0,0,0
5,67,255,0,0
5,68,255,0,0
5,69,255,255,255
5,70,255,255,255
5,71,254,255,255
5,72,255,255,255
5,73,255,255,255
5,74,255,255,255
5,75,255,0,0
5,76,255,0,0
5,77,0,0,0
5,78,0,0,0
5,79,254,255,255
5,80,254,255,255
5,81,255,0,0
5,82,254,255,255
5,83,255,0,0
5,84,255,0,0
5,85,254,255,255
5,86,255,255,255
5,87,254,255,255
5,88,255,0,0
5,89,254,255,255
5,90,0,0,0
5,91,255,255,255
5,92,255,0,0
5,93,0,0,0
5,94,255,255,255
5,95,254,255,255
5,96,255,255,255
5,97,255,0,0
5,98,254,255,255
5,99,254,255,255
5,100,255,255,255
5,101,0,0,0
5,102,0,0,0
5,103,0,0,0
5,104,255,255,255
5,105,254,255,255
5,106,0,0,0
5,107,0,0,0
5,108,254,255,255
5,109,255,255,255
5,110,254,255,255
5,111,0,0,0
5,112,255,255,255
5,113,255,0,0
5,114,255,0,0
5,115,0,0,0
5,116,0,0,0
5,117,0,0,0
5,118,255,255,255
5,119,255,0,0
5,120,0,0,0
5,121,255,255,255
5,122,254,255,255
5,123,254,255,255
5,124,0,0,0
5,125,0,0,0
5,126,254,255,255
5,127,255,0,0
5,128,254,255,255
5,129,255,0,0
5,130,254,255,255
5,131,0,0,0
5,132,255,0,0
5,133,0,0,0
5,134,255,255,255
5,135,255,0,0
5,136,254,255,255
5,137,255,255,255
5,138,255,255,255
5,139,254,255,255
5,140,255,255,255
5,141,254,255,255
5,142,254,255,255
5,143,0,0,0
5,144,254,255,255
5,145,254,255,255
5,146,255,0,0
5,147,255,255,255
5,148,0,0,0
5,149,254,255,255
5,150,254,255,255
5,151,0,0,0
5,152,255,0,0
5,153,0,0,0
5,154,255,0,0
5,155,0,0,0
5,156,255,255,255
5,157,255,0,0
5,158,255,0,0
5,159,254,255,255
5,160,0,0,0
5,161,255,255,255
5,162,254,255,255
5,163,255,0,0
5,164,0,0,0
5,165,255,255,255
5,166,0,0,0
5,167,255,0,0
5,168,255,0,0
5,169,254,255,255
5,170,255,0,0
5,171,0,0,0
5,172,254,255,255
5,173,0,0,0
5,174,0,0,0
5,175,255,0,0
5,176,0,0,0
5,177,254,255,255
5,178,0,0,0
5,179,254,255,255
5,180,0,0,0
5,181,255,0,0
5,182,254,255,255
5,183,254,255,255
5,184,0,0,0
5,185,255,255,255
5,186,254,255,255
5,187,254,255,255
5,188,0,0,0
5,189,0,0,0
5,190,255,0,0
5,191,255,0,0
5,192,0,0,0
5,193,254,255,255
5,194,255,0,0
5,195,255,255,255
5,196,255,255,255
5,197,0,0,0
5,198,0,0,0
5,199,0,0,0
6,0,255,255,255
6,1,0,0,0
6,2,255,0,0
6,3,255,0,0
6,4,0,0,0
6,5,254,255,255
6,6,254,255,255
6,7,254,255,255
6,8,0,0,0
6,9,255,0,0
6,10,255,0,0
6,11,254,255,255
6,12,254,255,255
6,13,254,255,255
6,14,254,255,255
6,15,0,0,0
6,16,255,255,255
6,17,0,0,0
6,18,255,0,0
6,19,255,0,0
6,20,0,0,0
6,21,0,0,0
6,22,0,0,0
6,23,255,0,0
6,24,255,255,255
6,25,255,0,0
6,26,255,0,0
6,27,254,255,255
6,28,255,255,255
6,29,0,0,0
6,30,0,0,0
6,31,0,0,0
6,32,255,0,0
6,33,0,0,0
6,34,255,255,255
6,35,254,255,255
6,36,255,0,0
6,37,0,0,0
6,38,254,255,255
6,39,254,255,255
6,40,254,255,255
6,41,255,0,0
6,42,254,255,255
6,43,255,0,0
6,44,255,255,255
6,45,254,255,255
6,46,255,255,255
6,47,255,255,255
6,48,254,255,255
6,49,255,255,255
6,50,254,255,255
6,51,254,255,255
6,52,254,255,255
6,53,0,0,0
6,54,0,0,0
6,55,255,255,255
6,56,254,255,255
6,57,0,0,0
6,58,255,255,255
6,59,255,255,255
6,60,255,255,255
6,61,255,255,255
6,62,255,255,255
6,63,0,0,0
6,64,254,255,255
6,65,255,255,255
6,66,254,255,255
6,67,0,0,0
6,68,254,255,255
6,69,0,0,0
6,70,255,255,255
6,71,254,255,255
6,72,254,255,255
6,73,255,0,0
6,74,255,0,0
6,75,254,255,255
6,76,255,255,255
6,77,255,0,0
6,78,0,0,0
6,79,0,0,0
6,80,255,0,0
6,81,255,0,0
6,82,254,255,255
6,83,255,255,255
6,84,255,0,0
6,85,255,0,0
6,86,254,255,255
6,87,255,255,255
6,88,0,0,0
6,89,255,0,0
6,90,0,0,0
6,91,254,255,255
6,92,255,255,255
6,93,254,255,255
6,94,254,255,255
6,95,255,255,255
6,96,255,255,255
6,97,255,0,0
6,98,255,255,255
6,99,255,0,0
6,100,255,255,255
6,101,0,0,0
6,102,0,0,0
6,103,255,255,255
6,104,255,0,0
6,105,255,255,255
6,106,254,255,255
6,107,255,255,255
6,108,255,0,0
6,109,255,0,0
6,110,255,255,255
6,111,0,0,0
6,112,254,255,255
6,113,254,255,255
6,114,254,255,255
6,115,255,255,255
6,116,0,0,0
6,117,255,0,0
6,118,255,255,255
6,119,255,0,0
6,120,255,0,0
6,121,255,0,0
6,122,255,255,255
6,123,255,0,0
6,124,0,0,0
6,125,255,0,0
6,126,0,0,0
6,127,254,255,255
6,128,255,0,0
6,129,254,255,255
6,130,255,0,0
6,131,254,255,255
6,132,255,0,0
6,133,0,0,0
6,134,254,255,255
6,135,255,0,0
6,136,255,0,0
6,137,254,255,255
6,138,255,0,0
6,139,0,0,0
6,140,0,0,0
6,141,255,255,255
6,142,255,0,0
6,143,255,0,0
6,144,255,255,255
6,145,0,0,0
6,146,255,0,0
6,147,0,0,0
6,148,255,0,0
6,149,255,0,0
6,150,255,0,0
6,151,255,0,0
6,152,255,255,255
6,153,255,255,255
6,154,255,255,255
6,155,255,0,0
6,156,255,0,0
6,157,0,0,0
6,158,255,255,255
6,159,255,255,255
6,160,254,255,255
6,161,255,255,255
6,162,255,255,255
6,163,254,255,255
6,164,255,0,0
6,165,0,0,0
6,166,255,0,0
6,167,255,255,255
6,168,254,255,255
6,169,254,255,255
6,170,255,255,255
6,171,0,0,0
6,172,255,255,255
6,173,255,0,0
6,174,255,0,0
6,175,255,0,0
6,176,254,255,255
6,177,255,0,0
6,178,255,0,0
6,179,0,0,0
6,180,255,0,0
6,181,0,0,0
6,182,255,255,255
6,183,255,0,0
6,184,255,0,0
6,185,0,0,0
6,186,255,0,0
6,187,255,0,0
6,188,254,255,255
6,189,255,0,0
6,190,254,255,255
6,191,255,0,0
6,192,0,0,0
6,193,0,0,0
6,194,255,0,0
6,195,0,0,0
6,196,255,0,0
